Huc Cd	Huc Class Cd	Huc Nm
17100302	Cataloging Unit	South Umpqua
17100303	Cataloging Unit	Umpqua
17100304	Cataloging Unit	Coos
17100305	Cataloging Unit	Coquille
17100306	Cataloging Unit	Sixes
17100307	Cataloging Unit	Upper Rogue
17100308	Cataloging Unit	Middle Rogue
17100309	Cataloging Unit	Applegate
17100310	Cataloging Unit	Lower Rogue
17100311	Cataloging Unit	Illinois
17100312	Cataloging Unit	Chetco
17110001	Cataloging Unit	Fraser
17110002	Cataloging Unit	Strait of Georgia
17110003	Cataloging Unit	San Juan Islands
17110004	Cataloging Unit	Nooksack
17110005	Cataloging Unit	Upper Skagit
17110006	Cataloging Unit	Sauk
17110007	Cataloging Unit	Lower Skagit
17110008	Cataloging Unit	Stillaguamish
17110009	Cataloging Unit	Skykomish
17110010	Cataloging Unit	Snoqualmie
17110011	Cataloging Unit	Snohomish
17110012	Cataloging Unit	Lake Washington
17110013	Cataloging Unit	Duwamish
17110014	Cataloging Unit	Puyallup
17110015	Cataloging Unit	Nisqually
17110016	Cataloging Unit	Deschutes
17110017	Cataloging Unit	Skokomish
17110018	Cataloging Unit	Hood Canal
17110019	Cataloging Unit	Puget Sound
17110020	Cataloging Unit	Dungeness-Elwha
17110021	Cataloging Unit	Crescent-Hoko
17120001	Cataloging Unit	Harney-Malheur Lakes
17120002	Cataloging Unit	Silvies
17120003	Cataloging Unit	Donner und Blitzen
17120004	Cataloging Unit	Silver
17120005	Cataloging Unit	Summer Lake
17120006	Cataloging Unit	Lake Abert
17120007	Cataloging Unit	Warner Lakes
17120008	Cataloging Unit	Guano
17120009	Cataloging Unit	Alvord Lake
18010101	Cataloging Unit	Smith
18010102	Cataloging Unit	Mad-Redwood
18010103	Cataloging Unit	Upper Eel
18010104	Cataloging Unit	Middle Fork Eel
18010105	Cataloging Unit	Lower Eel
18010106	Cataloging Unit	South Fork Eel
18010107	Cataloging Unit	Mattole
18010108	Cataloging Unit	Big-Navarro-Garcia
18010109	Cataloging Unit	Gualala-Salmon
18010110	Cataloging Unit	Russian
18010111	Cataloging Unit	Bodega Bay
18010201	Cataloging Unit	Williamson
18010202	Cataloging Unit	Sprague
18010203	Cataloging Unit	Upper Klamath Lake
18010204	Cataloging Unit	Lost
18010205	Cataloging Unit	Butte
18010206	Cataloging Unit	Upper Klamath
18010207	Cataloging Unit	Shasta
18010208	Cataloging Unit	Scott
18010209	Cataloging Unit	Lower Klamath
18010210	Cataloging Unit	Salmon
18010211	Cataloging Unit	Trinity
18010212	Cataloging Unit	South Fork Trinity
18020001	Cataloging Unit	Goose Lake
18020002	Cataloging Unit	Upper Pit
18020003	Cataloging Unit	Lower Pit
18020004	Cataloging Unit	McCloud
18020005	Cataloging Unit	Sacramento Headwaters
18020101	Cataloging Unit	Sacramento-Lower Cow-Lower Clear
18020102	Cataloging Unit	Lower Cottonwood
18020103	Cataloging Unit	Sacramento-Lower Thomes
18020104	Cataloging Unit	Sacramento-Stone Corral
18020105	Cataloging Unit	Lower Butte
18020106	Cataloging Unit	Lower Feather
18020107	Cataloging Unit	Lower Yuba
18020108	Cataloging Unit	Lower Bear
18020109	Cataloging Unit	Lower Sacramento
18020110	Cataloging Unit	Lower Cache
18020111	Cataloging Unit	Lower American
18020112	Cataloging Unit	Sacramento-Upper Clear
18020113	Cataloging Unit	Cottonwood Headwaters
18020114	Cataloging Unit	Upper Elder-Upper Thomes
18020115	Cataloging Unit	Upper Stony
18020116	Cataloging Unit	Upper Cache
18020117	Cataloging Unit	Upper Putah
18020118	Cataloging Unit	Upper Cow-Battle
18020119	Cataloging Unit	Mill-Big Chico
18020120	Cataloging Unit	Upper Butte
18020121	Cataloging Unit	North Fork Feather
18020122	Cataloging Unit	East Branch North Fork Feather
18020123	Cataloging Unit	Middle Fork Feather
18020124	Cataloging Unit	Honcut Headwaters
18020125	Cataloging Unit	Upper Yuba
18020126	Cataloging Unit	Upper Bear
18020127	Cataloging Unit	Upper Coon-Upper Auburn
18020128	Cataloging Unit	North Fork American
18020129	Cataloging Unit	South Fork American
18020151	Cataloging Unit	Cow Creek
18020152	Cataloging Unit	Cottonwood Creek
18020153	Cataloging Unit	Battle Creek
18020154	Cataloging Unit	Clear Creek-Sacramento River
18020155	Cataloging Unit	Paynes Creek-Sacramento River
18020156	Cataloging Unit	Thomes Creek-Sacramento River
18020157	Cataloging Unit	Big Chico Creek-Sacramento River
18020158	Cataloging Unit	Butte Creek
18020159	Cataloging Unit	Honcut Headwaters-Lower Feather
18020161	Cataloging Unit	Upper Coon-Upper Auburn
18020162	Cataloging Unit	Upper Putah
18020163	Cataloging Unit	Lower Sacramento
18030001	Cataloging Unit	Upper Kern
18030002	Cataloging Unit	South Fork Kern
18030003	Cataloging Unit	Middle Kern-Upper Tehachapi-Grapevine
18030004	Cataloging Unit	Upper Poso
18030005	Cataloging Unit	Upper Deer-Upper White
18030006	Cataloging Unit	Upper Tule
18030007	Cataloging Unit	Upper Kaweah
18030008	Cataloging Unit	Mill
18030009	Cataloging Unit	Upper Dry
18030010	Cataloging Unit	Upper King
18030011	Cataloging Unit	Upper Los Gatos-Avenal
18030012	Cataloging Unit	Tulare Lake Bed
18040001	Cataloging Unit	Middle San Joaquin-Lower Chowchilla
18040002	Cataloging Unit	Lower San Joaquin River
18040003	Cataloging Unit	San Joaquin Delta
18040004	Cataloging Unit	Lower Calaveras-Mormon Slough
18040005	Cataloging Unit	Lower Cosumnes-Lower Mokelumne
18040006	Cataloging Unit	Upper San Joaquin
18040007	Cataloging Unit	Fresno River
18040008	Cataloging Unit	Upper Merced
18040009	Cataloging Unit	Upper Tuolumne
18040010	Cataloging Unit	Upper Stanislaus
18040011	Cataloging Unit	Upper Calaveras California
18040012	Cataloging Unit	Upper Mokelumne
18040013	Cataloging Unit	Upper Cosumnes
18040014	Cataloging Unit	Panoche-San Luis Reservoir
18040051	Cataloging Unit	Rock Creek-French Camp Slough
18050001	Cataloging Unit	Suisun Bay
18050002	Cataloging Unit	San Pablo Bay
18050003	Cataloging Unit	Coyote
18050004	Cataloging Unit	San Francisco Bay
18050005	Cataloging Unit	Tomales-Drake Bays
18050006	Cataloging Unit	San Francisco Coastal South
18060001	Cataloging Unit	San Lorenzo-Soquel
18060002	Cataloging Unit	Pajaro
18060003	Cataloging Unit	Carrizo Plain
18060004	Cataloging Unit	Estrella
18060005	Cataloging Unit	Salinas
18060006	Cataloging Unit	Central Coastal
18060007	Cataloging Unit	Cuyama
18060008	Cataloging Unit	Santa Maria
18060009	Cataloging Unit	San Antonio
18060010	Cataloging Unit	Santa Ynez
18060011	Cataloging Unit	Alisal-Elkhorn Sloughs
18060012	Cataloging Unit	Carmel
18060013	Cataloging Unit	Santa Barbara Coastal
18060014	Cataloging Unit	Santa Barbara Channel Islands
18060015	Cataloging Unit	Monterey Bay
18070101	Cataloging Unit	Ventura
18070102	Cataloging Unit	Santa Clara
18070103	Cataloging Unit	Calleguas
18070104	Cataloging Unit	Santa Monica Bay
18070105	Cataloging Unit	Los Angeles
18070106	Cataloging Unit	San Gabriel
18070107	Cataloging Unit	San Pedro Channel Islands
18070201	Cataloging Unit	Seal Beach
18070202	Cataloging Unit	San Jacinto
18070203	Cataloging Unit	Santa Ana
18070204	Cataloging Unit	Newport Bay
18070301	Cataloging Unit	Aliso-San Onofre
18070302	Cataloging Unit	Santa Margarita
18070303	Cataloging Unit	San Luis Rey-Escondido
18070304	Cataloging Unit	San Diego
18070305	Cataloging Unit	Cottonwood-Tijuana
18080001	Cataloging Unit	Surprise Valley
18080002	Cataloging Unit	Madeline Plains
18080003	Cataloging Unit	Honey-Eagle Lakes
18090101	Cataloging Unit	Mono Lake
18090102	Cataloging Unit	Crowley Lake
18090103	Cataloging Unit	Owens Lake
18090201	Cataloging Unit	Eureka-Saline Valleys
18090202	Cataloging Unit	Upper Amargosa
18090203	Cataloging Unit	Death Valley-Lower Amargosa
18090204	Cataloging Unit	Panamint Valley
18090205	Cataloging Unit	Indian Wells-Searles Valleys
18090206	Cataloging Unit	Antelope-Fremont Valleys
18090207	Cataloging Unit	Coyote-Cuddeback Lakes
18090208	Cataloging Unit	Mojave
18100100	Cataloging Unit	Southern Mojave
18100200	Cataloging Unit	Salton Sea
18100201	Cataloging Unit	Whitewater River
18100202	Cataloging Unit	Carrizo Creek
18100203	Cataloging Unit	San Felipe Creek
18100204	Cataloging Unit	Salton Sea
19010101	Cataloging Unit	Southeast Mainland
19010102	Cataloging Unit	Ketchikan
19010103	Cataloging Unit	Prince of Wales
19010104	Cataloging Unit	Bradfield Canal
19010105	Cataloging Unit	Burroughs Bay
19010106	Cataloging Unit	Headwaters Portland Canal
19010107	Cataloging Unit	Outlet Portland Canal
19010201	Cataloging Unit	Mainland
19010202	Cataloging Unit	Kuiu-Kupreanof-Mitkof-Etolin-Zarembo-Wrangell
19010203	Cataloging Unit	Baranof-Chichagof Islands
19010204	Cataloging Unit	Admiralty Island
19010205	Cataloging Unit	Lower Iskut
19010206	Cataloging Unit	Holkham Bay
19010207	Cataloging Unit	Stikine River
19010208	Cataloging Unit	Thomas Bay
19010301	Cataloging Unit	Lynn Canal
19010302	Cataloging Unit	Glacier Bay
19010303	Cataloging Unit	Chilkat-Skagway Rivers
19010304	Cataloging Unit	Taku River
19010401	Cataloging Unit	Yakutat Bay
19010402	Cataloging Unit	Bering Glacier
19010403	Cataloging Unit	Tatshenshini River
19010404	Cataloging Unit	Alsek River
19010405	Cataloging Unit	Yakutat Bay-Gulf of Alaska
19010406	Cataloging Unit	Palma Bay
19010500	Cataloging Unit	Icy Strait-Chatham Strait
19020101	Cataloging Unit	Upper Copper River
19020102	Cataloging Unit	Middle Copper River
19020103	Cataloging Unit	Chitina River
19020104	Cataloging Unit	Lower Copper River
19020201	Cataloging Unit	Eastern Prince William Sound
19020202	Cataloging Unit	Western Prince William Sound
19020203	Cataloging Unit	Prince William Sound
19020301	Cataloging Unit	Lower Kenai Peninsula
19020302	Cataloging Unit	Upper Kenai Peninsula
19020401	Cataloging Unit	Anchorage
19020402	Cataloging Unit	Matanuska
19020501	Cataloging Unit	Upper Susitna River
19020502	Cataloging Unit	Chulitna River
19020503	Cataloging Unit	Talkeetna River
19020504	Cataloging Unit	Yentna River
19020505	Cataloging Unit	Lower Susitna River
19020601	Cataloging Unit	Redoubt-Trading Bays
19020602	Cataloging Unit	Tuxedni-Kamishak Bays
19020701	Cataloging Unit	Kodiak-Afognak Islands
19020702	Cataloging Unit	Shelikof Strait
19020800	Cataloging Unit	Cook Inlet
19030101	Cataloging Unit	Cold Bay
19030102	Cataloging Unit	Fox Islands
19030103	Cataloging Unit	Western Aleutian Islands
19030104	Cataloging Unit	Pribilof Islands
19030201	Cataloging Unit	Port Heiden
19030202	Cataloging Unit	Ugashik Bay
19030203	Cataloging Unit	Egegik Bay
19030204	Cataloging Unit	Naknek
19030205	Cataloging Unit	Lake Clark
19030206	Cataloging Unit	Lake Iliamna
19030301	Cataloging Unit	Upper Nushagak River
19030302	Cataloging Unit	Mulchatna River
19030303	Cataloging Unit	Lower Nushagak River
19030304	Cataloging Unit	Wood River
19030305	Cataloging Unit	Togiak
19030306	Cataloging Unit	Nushagak Bay
19030401	Cataloging Unit	North Fork Kuskokwim River
19030402	Cataloging Unit	Farewell Lake
19030403	Cataloging Unit	Takotna River
19030404	Cataloging Unit	Holitna River
19030405	Cataloging Unit	Stony River
19030406	Cataloging Unit	Middle Fork Kuskokwim River
19030407	Cataloging Unit	South Fork Kuskokwim River
19030501	Cataloging Unit	Aniak
19030502	Cataloging Unit	Kuskokwim Delta
19030503	Cataloging Unit	Nunivak-St. Matthew Islands
19040101	Cataloging Unit	White River
19040102	Cataloging Unit	Ladue River
19040103	Cataloging Unit	Sixtymile River
19040104	Cataloging Unit	Fortymile River
19040201	Cataloging Unit	Old Crow River
19040202	Cataloging Unit	Coleen River
19040203	Cataloging Unit	Sheenjek River
19040204	Cataloging Unit	Black River
19040205	Cataloging Unit	Porcupine Flats
19040301	Cataloging Unit	Middle Fork-North Fork Chandalar Rivers
19040302	Cataloging Unit	East Fork Chandalar River
19040303	Cataloging Unit	Christian River
19040304	Cataloging Unit	Lower Chandalar River
19040401	Cataloging Unit	Eagle to Circle
19040402	Cataloging Unit	Birch-Beaver Creeks
19040403	Cataloging Unit	Yukon Flats
19040404	Cataloging Unit	Ramparts
19040501	Cataloging Unit	Nebesna-Chisana Rivers
19040502	Cataloging Unit	Tok
19040503	Cataloging Unit	Healy Lake
19040504	Cataloging Unit	Delta River
19040505	Cataloging Unit	Salcha River
19040506	Cataloging Unit	Chena River
19040507	Cataloging Unit	Tanana Flats
19040508	Cataloging Unit	Nenana River
19040509	Cataloging Unit	Tolovana River
19040510	Cataloging Unit	Kantishna River
19040511	Cataloging Unit	Lower Tanana River
19040601	Cataloging Unit	Upper Koyukuk River
19040602	Cataloging Unit	South Fork Koyukuk River
19040603	Cataloging Unit	Alatna River
19040604	Cataloging Unit	Kanuti River
19040605	Cataloging Unit	Allakaket
19040606	Cataloging Unit	Huslia River
19040607	Cataloging Unit	Dulbi River
19040608	Cataloging Unit	Koyukuk Flats
19040609	Cataloging Unit	Kateel River
19040701	Cataloging Unit	Tozitna River
19040702	Cataloging Unit	Nowitna River
19040703	Cataloging Unit	Melozitna River
19040704	Cataloging Unit	Ramparts to Ruby
19040705	Cataloging Unit	Galena
19040801	Cataloging Unit	Anvik River
19040802	Cataloging Unit	Upper Innoko River
19040803	Cataloging Unit	Lower Innoko River
19040804	Cataloging Unit	Anvik to Pilot Station
19040805	Cataloging Unit	Yukon Delta
19050101	Cataloging Unit	St. Lawrence Island
19050102	Cataloging Unit	Unalakleet
19050103	Cataloging Unit	Norton Bay
19050104	Cataloging Unit	Nome
19050105	Cataloging Unit	Imuruk Basin
19050201	Cataloging Unit	Shishmaref
19050202	Cataloging Unit	Goodhope-Spafarief Bay
19050203	Cataloging Unit	Buckland River
19050301	Cataloging Unit	Selawik Lake
19050302	Cataloging Unit	Upper Kobuk River
19050303	Cataloging Unit	Middle Kobuk River
19050304	Cataloging Unit	Lower Kobuk River
19050401	Cataloging Unit	Upper Noatak River
19050402	Cataloging Unit	Middle Noatak River
19050403	Cataloging Unit	Lower Noatak River
19050404	Cataloging Unit	Wulik-Kivalina Rivers
19050405	Cataloging Unit	Lisburne Peninsula
19050500	Cataloging Unit	Kotzebue Sound
19060101	Cataloging Unit	Kukpowruk River
19060102	Cataloging Unit	Kokolik River
19060103	Cataloging Unit	Utukok River
19060201	Cataloging Unit	Kuk River
19060202	Cataloging Unit	Northwest Coast
19060203	Cataloging Unit	Meade River
19060204	Cataloging Unit	Ikpikpuk River
19060205	Cataloging Unit	Harrison Bay
19060206	Cataloging Unit	Admiralty Bay-Dease Inlet
19060301	Cataloging Unit	Upper Colville River
19060302	Cataloging Unit	Killik River
19060303	Cataloging Unit	Chandler-Anaktuvuk Rivers
19060304	Cataloging Unit	Lower Colville River
19060401	Cataloging Unit	Kuparuk River
19060402	Cataloging Unit	Sagavanirktok River
19060403	Cataloging Unit	Mikkelsen Bay
19060501	Cataloging Unit	Canning River
19060502	Cataloging Unit	Camden Bay
19060503	Cataloging Unit	Beaufort Lagoon
19070101	Cataloging Unit	Atlin Lake
19070102	Cataloging Unit	Bennett Lake
19070103	Cataloging Unit	Tagish Lake
19070104	Cataloging Unit	Takhini River
20010000	Cataloging Unit	Hawaii
20020000	Cataloging Unit	Maui
20030000	Cataloging Unit	Kahoolawe
20040000	Cataloging Unit	Lanai
20050000	Cataloging Unit	Molokai
20060000	Cataloging Unit	Oahu
20070000	Cataloging Unit	Kauai
20080000	Cataloging Unit	Niihau
20090000	Cataloging Unit	Northwestern Hawaiian Islands
21010001	Cataloging Unit	Interior Puerto Rico
21010002	Cataloging Unit	Cibuco-Guajataca
21010003	Cataloging Unit	Culebrinas-Guanajibo
21010004	Cataloging Unit	Southern Puerto Rico
21010005	Cataloging Unit	Eastern Puerto Rico
21010006	Cataloging Unit	Puerto Rican Islands
21020001	Cataloging Unit	St. John-St. Thomas
21020002	Cataloging Unit	St. Croix
21030001	Cataloging Unit	Canal Zone
21030002	Cataloging Unit	Navassa
21030003	Cataloging Unit	Roncador-Serrana
